refset;algorithm;variation;binary;expression;bp distance;ROC-AUC per chromosome;Recall snps;Recall entries;Recall genes;ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
DeRycke;KNN9;outgoing;normal;no expression;100;0,570176768;25;32;27;51,18634259;0,504166667;14;32;32;32;1,71875;2
DeRycke;KNN9;outgoing;normal;no expression;500;0,532144951;74;106;67;58,47080571;0,492047281;20;91;106;106;2,433962264;2
DeRycke;KNN9;outgoing;normal;no expression;1000;0,529188374;93;147;93;53,98598843;0,469219323;18;125;147;147;2,68707483;3
DeRycke;KNN9;outgoing;normal;no expression;2000;0,519301481;103;162;102;53,30631543;0,489205188;18;144;162;162;2,555555556;3
DeRycke;KNN9;outgoing;normal;no expression;depict;;40;44;42;79,90506329;0,775737179;30;43;44;44;1,5;1
DeRycke;KNN9;outgoing;binary;diff expression;25;;13;17;15;64,70588235;0,790064103;14;17;17;17;1,235294118;1
DeRycke;KNN9;outgoing;binary;diff expression;50;;20;26;22;57,5;0,673333333;16;25;26;26;1,538461538;1
DeRycke;KNN9;outgoing;binary;diff expression;100;0,54969697;25;32;27;46,12268519;0,416666667;11;30;32;32;1,84375;2
DeRycke;KNN9;outgoing;binary;diff expression;500;0,580570954;74;106;67;56,75675676;0,482380069;17;99;106;106;2,311320755;2
DeRycke;KNN9;outgoing;binary;diff expression;1000;0,581328308;93;147;93;58,36003655;0,519049474;19;126;147;147;2,62585034;3
DeRycke;KNN9;outgoing;binary;diff expression;2000;0,53419303;103;162;102;52,80442043;0,531990845;21;128;162;162;2,697530864;3
DeRycke;KNN9;outgoing;binary;diff expression;depict;;40;44;42;82,63808976;0,780625;34;44;44;44;1,295454545;1
DeRycke;KNN9;outgoing;binary;no expression;25;;13;17;15;62,05882353;0,817307692;14;17;17;17;1,176470588;1
DeRycke;KNN9;outgoing;binary;no expression;50;;20;26;22;65,09615385;0,795833333;19;26;26;26;1,307692308;1
DeRycke;KNN9;outgoing;binary;no expression;100;0,579494949;25;32;27;53,125;0,494166667;14;30;31;32;1,78125;2
DeRycke;KNN9;outgoing;binary;no expression;500;0,41367825;74;106;67;55,98992861;0,487824658;27;95;106;106;2,264150943;2
DeRycke;KNN9;outgoing;binary;no expression;1000;0,518916662;93;147;93;58,50461976;0,488151003;29;134;147;147;2,31292517;2
DeRycke;KNN9;outgoing;binary;no expression;2000;0,488804044;103;162;102;58,71392923;0,505865767;26;155;162;162;2,364197531;2
DeRycke;KNN9;outgoing;binary;no expression;depict;;40;44;42;77,99194476;0,684487179;32;43;44;44;1,409090909;1
DeRycke;RF;combo;normal;diff expression;25;;15;19;16;72,06477733;0,871111111;12;18;18;19;1,684210526;1
DeRycke;RF;combo;normal;diff expression;50;;22;28;23;60,98901099;0,701839827;14;24;27;28;2,071428571;1,5
DeRycke;RF;combo;normal;diff expression;100;;29;36;29;56,70194004;0,494670846;12;28;35;36;2,472222222;2
DeRycke;RF;combo;normal;diff expression;500;0,56286822;76;116;72;63,99367884;0,555688857;15;46;64;87;7,715517241;5
DeRycke;RF;combo;normal;diff expression;1000;0,472461686;95;157;98;58,05949245;0,429303281;10;28;52;87;16,50955414;9
DeRycke;RF;combo;normal;diff expression;2000;0,494519513;106;175;109;57,42247817;0,515320566;3;28;32;63;25,54857143;16
DeRycke;RF;combo;normal;diff expression;depict;;42;46;44;85,64009662;0,761351052;29;45;45;46;1,543478261;1
DeRycke;RF;combo;normal;no expression;25;;15;19;16;64,77732794;0,744444444;10;18;18;19;1,736842105;1
DeRycke;RF;combo;normal;no expression;50;;22;28;23;65,65934066;0,66504329;14;25;27;28;1,857142857;1,5
DeRycke;RF;combo;normal;no expression;100;;29;36;29;59,76631393;0,483176594;10;32;35;36;2,333333333;2
DeRycke;RF;combo;normal;no expression;500;0,487171909;76;116;72;64,50474087;0,494738777;9;44;68;93;7,465517241;5
DeRycke;RF;combo;normal;no expression;1000;0,458141789;95;157;98;59,90879381;0,439885717;5;26;40;97;15,21656051;8
DeRycke;RF;combo;normal;no expression;2000;0,414030611;106;175;109;56,81879993;0,45593303;1;19;37;56;26,42285714;16
DeRycke;RF;combo;normal;no expression;depict;;42;46;44;82,36714976;0,696712018;27;43;45;46;1,717391304;1
DeRycke;RF;combo;binary;diff expression;25;;15;19;16;61,33603239;0,731111111;10;17;18;19;1,842105263;1
DeRycke;RF;combo;binary;diff expression;50;;22;28;23;67,78846154;0,792207792;15;25;27;28;1,857142857;1
DeRycke;RF;combo;binary;diff expression;100;;29;36;29;58,88447972;0,50815047;13;29;35;36;2,361111111;2
DeRycke;RF;combo;binary;diff expression;500;0,451664034;76;116;72;61,86332509;0,483877873;7;49;62;82;8,215517241;5
DeRycke;RF;combo;binary;diff expression;1000;0,45493497;95;157;98;57,02737853;0,406280029;7;31;42;86;16,63694268;10
DeRycke;RF;combo;binary;diff expression;2000;0,455604284;106;175;109;54,25034367;0,414172438;6;12;28;52;28,51428571;18
DeRycke;RF;combo;binary;diff expression;depict;;42;46;44;81,55797101;0,693903918;27;43;45;46;1,739130435;1
DeRycke;RF;combo;binary;no expression;25;;15;19;16;60,93117409;0,691111111;9;18;19;19;1,684210526;2
DeRycke;RF;combo;binary;no expression;50;;22;28;23;70,26098901;0,74512987;15;26;27;28;1,785714286;1
DeRycke;RF;combo;binary;no expression;100;;29;36;29;69,4664903;0,585057471;15;32;35;36;2,111111111;2
DeRycke;RF;combo;binary;no expression;500;0,434380304;76;116;72;61,22563718;0,415650885;10;43;61;84;8,344827586;5
DeRycke;RF;combo;binary;no expression;1000;0,433104056;95;157;98;59,78190549;0,445460901;8;26;49;92;15,05732484;9
DeRycke;RF;combo;binary;no expression;2000;0,437654028;106;175;109;57,88809214;0,466325014;2;16;27;59;24,26857143;17
DeRycke;RF;combo;binary;no expression;depict;;42;46;44;81,55797101;0,676883932;27;42;44;46;1,782608696;1
DeRycke;RF;incoming;normal;diff expression;25;;13;16;13;62,5;0,715384615;8;16;16;16;1,625;1,5
DeRycke;RF;incoming;normal;diff expression;50;;19;24;19;63,54166667;0,714912281;12;21;23;24;1,916666667;1,5
DeRycke;RF;incoming;normal;diff expression;100;;26;32;25;55,16581633;0,457051282;10;26;31;32;2,40625;2
DeRycke;RF;incoming;normal;diff expression;500;0,568429694;70;106;65;65,00721501;0,539983923;17;46;63;83;6,867924528;4
DeRycke;RF;incoming;normal;diff expression;1000;0,489501947;89;144;88;60,42175985;0,49869461;14;42;53;89;13,40972222;8
DeRycke;RF;incoming;normal;diff expression;2000;0,512320018;99;160;97;59,58493791;0,544049996;12;28;44;66;21,68125;13,5
DeRycke;RF;incoming;normal;diff expression;depict;;40;44;42;84,89219114;0,750595238;27;43;43;44;1,545454545;1
DeRycke;RF;incoming;normal;no expression;25;;13;16;13;58,52272727;0,669230769;8;15;16;16;1,75;1,5
DeRycke;RF;incoming;normal;no expression;50;;19;24;19;66,19318182;0,684210526;14;20;23;24;1,958333333;1
DeRycke;RF;incoming;normal;no expression;100;;26;32;25;60,96938776;0,548076923;11;29;31;32;2,15625;2
DeRycke;RF;incoming;normal;no expression;500;0,532225078;70;106;65;66,24329549;0,570245877;12;47;68;87;6,924528302;4
DeRycke;RF;incoming;normal;no expression;1000;0,449497519;89;144;88;61,02430556;0,443088591;10;33;47;92;13,01388889;8
DeRycke;RF;incoming;normal;no expression;2000;0,441151618;99;160;97;60,00137535;0,484314926;3;25;39;58;20,51875;15
DeRycke;RF;incoming;normal;no expression;depict;;40;44;42;79,74941725;0,654166667;24;41;42;44;1,818181818;1
DeRycke;RF;incoming;binary;diff expression;25;;13;16;13;61,36363636;0,707692308;8;15;16;16;1,6875;1,5
DeRycke;RF;incoming;binary;diff expression;50;;19;24;19;67,42424242;0,798245614;13;22;23;24;1,833333333;1
DeRycke;RF;incoming;binary;diff expression;100;;26;32;25;47,70408163;0,366666667;6;26;31;32;2,53125;2
DeRycke;RF;incoming;binary;diff expression;500;0,538136422;70;106;65;63,94402243;0,497537704;15;48;61;83;7,103773585;5
DeRycke;RF;incoming;binary;diff expression;1000;0,449696947;89;144;88;60,26940724;0,464315669;11;34;49;92;12,40972222;9
DeRycke;RF;incoming;binary;diff expression;2000;0,476552155;99;160;97;58,32678403;0,471842683;7;23;39;62;22,15625;14,5
DeRycke;RF;incoming;binary;diff expression;depict;;40;44;42;80,87121212;0,724091479;26;40;42;44;1,795454545;1
DeRycke;RF;incoming;binary;no expression;25;;13;16;13;63,63636364;0,7;9;15;16;16;1,75;1
DeRycke;RF;incoming;binary;no expression;50;;19;24;19;68,08712121;0,710526316;14;22;23;24;1,875;1
DeRycke;RF;incoming;binary;no expression;100;;26;32;25;58,29081633;0,442948718;11;29;31;32;2,25;2
DeRycke;RF;incoming;binary;no expression;500;0,546738048;70;106;65;63,68060661;0,538466538;15;43;61;85;6,952830189;5
DeRycke;RF;incoming;binary;no expression;1000;0,457459318;89;144;88;60,64652423;0,47598127;4;30;46;91;12,34027778;8
DeRycke;RF;incoming;binary;no expression;2000;0,429507636;99;160;97;56,39568925;0,463116477;2;19;24;56;21,40625;16
DeRycke;RF;incoming;binary;no expression;depict;;40;44;42;84,64452214;0,807017544;31;41;42;44;1,727272727;1
DeRycke;RF;outgoing;normal;diff expression;25;;13;17;15;76,47058824;0,868589744;11;16;17;17;1,588235294;1
DeRycke;RF;outgoing;normal;diff expression;50;;20;26;22;62,11538462;0,706666667;14;23;25;26;1,923076923;1
DeRycke;RF;outgoing;normal;diff expression;100;0,581237374;25;32;27;56,0474537;0,486666667;10;25;30;32;2,5;2
DeRycke;RF;outgoing;normal;diff expression;500;0,511553316;74;106;67;65,6100204;0,550908652;14;50;67;85;6,726415094;4
DeRycke;RF;outgoing;normal;diff expression;1000;0,494455096;93;147;93;56,814702;0,423900424;8;27;53;89;15,8707483;8
DeRycke;RF;outgoing;normal;diff expression;2000;0,45081997;103;162;102;53,57574393;0,412973527;6;15;31;54;26,54320988;14,5
DeRycke;RF;outgoing;normal;diff expression;depict;;40;44;42;86,56501726;0,75875;30;43;44;44;1,477272727;1
DeRycke;RF;outgoing;normal;no expression;25;;13;17;15;76,47058824;0,868589744;11;16;17;17;1,588235294;1
DeRycke;RF;outgoing;normal;no expression;50;;20;26;22;64,71153846;0,778333333;14;23;26;26;1,807692308;1
DeRycke;RF;outgoing;normal;no expression;100;0,618888889;25;32;27;61,11111111;0,535;12;28;30;32;2,28125;2
DeRycke;RF;outgoing;normal;no expression;500;0,496282358;74;106;67;64,65196328;0,515837143;14;47;64;84;6,58490566;4
DeRycke;RF;outgoing;normal;no expression;1000;0,493795493;93;147;93;61,13757742;0,460579077;9;31;60;98;13,65986395;7
DeRycke;RF;outgoing;normal;no expression;2000;0,442908214;103;162;102;57,27672708;0,452661048;9;18;29;65;23,5;13
DeRycke;RF;outgoing;normal;no expression;depict;;40;44;42;83,58745685;0,726025641;27;42;44;44;1,568181818;1
DeRycke;RF;outgoing;binary;diff expression;25;;13;17;15;65,58823529;0,791666667;9;16;17;17;1,647058824;1
DeRycke;RF;outgoing;binary;diff expression;50;;20;26;22;62,59615385;0,715;14;23;25;26;1,884615385;1
DeRycke;RF;outgoing;binary;diff expression;100;0,500732323;25;32;27;51,99652778;0,444166667;9;24;31;32;2,53125;2
DeRycke;RF;outgoing;binary;diff expression;500;0,467476731;74;106;67;60,87327894;0,461860808;11;54;62;73;7,839622642;3
DeRycke;RF;outgoing;binary;diff expression;1000;0,501433782;93;147;93;57,64260331;0,424638389;7;36;55;85;15,62585034;7
DeRycke;RF;outgoing;binary;diff expression;2000;0,4538309;103;162;102;54,44622688;0,442451908;6;17;34;63;26,29012346;17
DeRycke;RF;outgoing;binary;diff expression;depict;;40;44;42;85,50057537;0,754358974;29;41;44;44;1,545454545;1
DeRycke;RF;outgoing;binary;no expression;25;;13;17;15;77,35294118;0,83974359;11;16;17;17;1,529411765;1
DeRycke;RF;outgoing;binary;no expression;50;;20;26;22;68,46153846;0,82;15;24;25;26;1,769230769;1
DeRycke;RF;outgoing;binary;no expression;100;0,591717172;25;32;27;60,9375;0,529166667;10;29;31;32;2,21875;2
DeRycke;RF;outgoing;binary;no expression;500;0,463421742;74;106;67;60,37353391;0,421160394;8;48;61;78;7,754716981;4,5
DeRycke;RF;outgoing;binary;no expression;1000;0,45782363;93;147;93;60,30500558;0,434504956;8;39;62;92;13,74829932;7
DeRycke;RF;outgoing;binary;no expression;2000;0,475315746;103;162;102;58,42376825;0,477102456;6;18;36;70;21,82716049;13
DeRycke;RF;outgoing;binary;no expression;depict;;40;44;42;80,06329114;0,654487179;25;41;42;43;2,068181818;1
Teslovich;LR;combo;normal;no expression;25;;7;7;7;80,95238095;0,821428571;5;7;7;7;1,285714286;1
Teslovich;LR;combo;normal;no expression;50;;14;14;13;77,80612245;0,780952381;9;14;14;14;1,571428571;1
Teslovich;LR;combo;normal;no expression;100;;22;22;21;85,41383989;0,734090909;15;21;22;22;1,545454545;1
Teslovich;LR;combo;normal;no expression;500;0,501829076;60;63;60;63,21097884;0,458609791;7;28;40;49;6,888888889;4
Teslovich;LR;combo;normal;no expression;1000;0,569636855;76;79;73;68,70844692;0,558202509;11;32;41;57;9,329113924;5
Teslovich;LR;combo;normal;no expression;2000;0,521139757;89;92;86;68,14514348;0,562071873;12;25;36;51;16,05434783;8,5
Teslovich;LR;combo;normal;no expression;depict;;67;68;66;86,5175482;0,855796774;53;64;67;67;1,544117647;1
Teslovich;LR;combo;binary;no expression;25;;7;7;7;71,42857143;0,571428571;4;7;7;7;1,428571429;1
Teslovich;LR;combo;binary;no expression;50;;14;14;13;74,74489796;0,697619048;8;14;14;14;1,642857143;1
Teslovich;LR;combo;binary;no expression;100;;22;22;21;78,83310719;0,703296703;13;20;21;22;1,863636364;1
Teslovich;LR;combo;binary;no expression;500;0,557662312;60;63;60;62,79889092;0,520738473;11;27;37;51;6,26984127;5
Teslovich;LR;combo;binary;no expression;1000;0,542649006;76;79;73;64,21374142;0,504395544;3;19;33;56;9,708860759;6
Teslovich;LR;combo;binary;no expression;2000;0,590842846;89;92;86;68,1331807;0,578333813;1;17;29;53;15,22826087;8
Teslovich;LR;combo;binary;no expression;depict;;67;68;66;89,77385072;0,906538735;57;64;67;67;1,441176471;1
Teslovich;LR;incoming;normal;no expression;25;0,555555556;6;6;6;62,96296296;0,583333333;3;6;6;6;1,666666667;1,5
Teslovich;LR;incoming;normal;no expression;50;;13;13;12;67,69230769;0,676923077;7;13;13;13;1,769230769;1
Teslovich;LR;incoming;normal;no expression;100;0,668088624;20;20;19;78,31730769;0,706944444;13;18;20;20;1,7;1
Teslovich;LR;incoming;normal;no expression;500;0,538189472;57;60;57;61,37980769;0,510193567;10;22;36;51;5,85;4
Teslovich;LR;incoming;normal;no expression;1000;0,546129062;73;76;70;66,32097485;0,536918236;12;32;38;53;9,157894737;5,5
Teslovich;LR;incoming;normal;no expression;2000;0,537413554;86;89;83;65,55825094;0,546188014;8;26;33;49;15,82022472;9
Teslovich;LR;incoming;normal;no expression;depict;;64;65;63;81,30769231;0,788783482;46;61;63;65;1,584615385;1
Teslovich;LR;incoming;binary;no expression;25;0,436507937;6;6;6;59,25925926;0,458333333;2;6;6;6;1,666666667;2
Teslovich;LR;incoming;binary;no expression;50;;13;13;12;59,53846154;0,548717949;6;12;13;13;2;2
Teslovich;LR;incoming;binary;no expression;100;0,412169312;20;20;19;60,96153846;0,533055556;6;16;20;20;2,25;2
Teslovich;LR;incoming;binary;no expression;500;0,501054894;57;60;57;61,20032051;0,51177217;8;24;38;53;5,666666667;4
Teslovich;LR;incoming;binary;no expression;1000;0,568505835;73;76;70;63,66725002;0,520085611;3;21;33;53;8,802631579;6,5
Teslovich;LR;incoming;binary;no expression;2000;0,570058838;86;89;83;65,72727193;0,564536452;3;14;29;55;15,01123596;9
Teslovich;LR;incoming;binary;no expression;depict;;64;65;63;81,03076923;0,807033787;46;59;64;65;1,584615385;1
Teslovich;LR;outgoing;normal;no expression;25;;7;7;7;100;1;7;7;7;7;1;1
Teslovich;LR;outgoing;normal;no expression;50;;14;14;13;86,30952381;0,878571429;10;14;14;14;1,285714286;1
Teslovich;LR;outgoing;normal;no expression;100;;21;21;20;87,11734694;0,73015873;15;21;21;21;1,428571429;1
Teslovich;LR;outgoing;normal;no expression;500;0,588045778;58;61;58;71,87945024;0,613569215;16;37;43;57;4,131147541;3
Teslovich;LR;outgoing;normal;no expression;1000;0,665097024;73;76;70;75,57162308;0,656318763;17;36;49;66;5,710526316;4
Teslovich;LR;outgoing;normal;no expression;2000;0,586790593;85;88;82;72,35014205;0,606381577;13;26;43;57;11,15909091;6
Teslovich;LR;outgoing;normal;no expression;depict;;64;65;63;88,19230769;0,884573413;52;64;64;64;1,415384615;1
Teslovich;LR;outgoing;binary;no expression;25;;7;7;7;88,7755102;0,952380952;6;7;7;7;1,142857143;1
Teslovich;LR;outgoing;binary;no expression;50;;14;14;13;77,82738095;0,789285714;9;14;14;14;1,5;1
Teslovich;LR;outgoing;binary;no expression;100;;21;21;20;79,33673469;0,707264957;12;20;21;21;1,714285714;1
Teslovich;LR;outgoing;binary;no expression;500;0,549439152;58;61;58;65,05547276;0,517241548;11;29;40;53;5,180327869;4
Teslovich;LR;outgoing;binary;no expression;1000;0,56123685;73;76;70;68,23207662;0,52895308;7;26;45;59;7,526315789;5
Teslovich;LR;outgoing;binary;no expression;2000;0,598421943;85;88;82;69,49763258;0,579396261;5;19;28;57;12,23863636;6,5
Teslovich;LR;outgoing;binary;no expression;depict;;64;65;63;90,94615385;0,920076885;55;63;64;64;1,353846154;1
Teslovich;SVM;combo;normal;no expression;25;;7;7;7;80,95238095;0,821428571;5;7;7;7;1,285714286;1
Teslovich;SVM;combo;normal;no expression;50;;14;14;13;77,80612245;0,780952381;9;14;14;14;1,571428571;1
Teslovich;SVM;combo;normal;no expression;100;;22;22;21;86,77069199;0,738636364;16;21;22;22;1,5;1
Teslovich;SVM;combo;normal;no expression;500;0,490570739;60;63;60;62,0497558;0,456307464;13;28;35;48;7,142857143;4
Teslovich;SVM;combo;normal;no expression;1000;0,61427696;76;79;73;68,03909926;0,573858128;16;33;44;55;10,08860759;4
Teslovich;SVM;combo;normal;no expression;2000;0,501174552;89;92;86;67,16916474;0,531649608;7;29;40;48;16,88043478;10
Teslovich;SVM;combo;normal;no expression;depict;;67;68;66;88,21675729;0,878173748;54;66;66;67;1,470588235;1
Teslovich;SVM;combo;binary;no expression;25;;7;7;7;90,47619048;0,857142857;6;7;7;7;1,142857143;1
Teslovich;SVM;combo;binary;no expression;50;;14;14;13;83,16326531;0,797619048;10;14;14;14;1,428571429;1
Teslovich;SVM;combo;binary;no expression;100;;22;22;21;85,88873813;0,738636364;14;22;22;22;1,5;1
Teslovich;SVM;combo;binary;no expression;500;0,533716173;60;63;60;64,90003053;0,535603424;11;25;39;56;6,079365079;5
Teslovich;SVM;combo;binary;no expression;1000;0,477934702;76;79;73;62,32220453;0,463236096;4;13;26;50;10,02531646;7
Teslovich;SVM;combo;binary;no expression;2000;0,505773181;89;92;86;63,61198634;0,494153441;1;10;19;42;16,57608696;11
Teslovich;SVM;combo;binary;no expression;depict;;67;68;66;90,84898665;0,91885809;58;64;66;67;1,426470588;1
Teslovich;SVM;incoming;normal;no expression;25;0,555555556;6;6;6;62,96296296;0,583333333;3;6;6;6;1,666666667;1,5
Teslovich;SVM;incoming;normal;no expression;50;;13;13;12;68,46153846;0,687179487;8;13;13;13;1,769230769;1
Teslovich;SVM;incoming;normal;no expression;100;0,678207672;20;20;19;76,10576923;0,693055556;12;19;20;20;1,75;1
Teslovich;SVM;incoming;normal;no expression;500;0,48574513;57;60;57;61,46634615;0,4767267;9;23;38;51;5,783333333;4
Teslovich;SVM;incoming;normal;no expression;1000;0,470206035;73;76;70;63,7639357;0,483883457;12;23;38;51;9,526315789;5,5
Teslovich;SVM;incoming;normal;no expression;2000;0,523473069;86;89;83;67,16635869;0,544751969;12;24;32;51;14,47191011;9
Teslovich;SVM;incoming;normal;no expression;depict;;64;65;63;83,15384615;0,830450149;48;59;63;65;1,584615385;1
Teslovich;SVM;incoming;binary;no expression;25;0,603174603;6;6;6;69,44444444;0,625;3;6;6;6;1,5;1,5
Teslovich;SVM;incoming;binary;no expression;50;;13;13;12;63,38461538;0,6;5;13;13;13;1,846153846;2
Teslovich;SVM;incoming;binary;no expression;100;0,499305556;20;20;19;70,86538462;0,609722222;8;18;20;20;1,9;2
Teslovich;SVM;incoming;binary;no expression;500;0,540259883;57;60;57;64,79647436;0,533790715;9;22;37;56;4,966666667;4
Teslovich;SVM;incoming;binary;no expression;1000;0,524908715;73;76;70;65,39030767;0,508399104;7;15;30;62;8,197368421;7
Teslovich;SVM;incoming;binary;no expression;2000;0,509382613;86;89;83;64,52879925;0,519004317;4;14;24;46;14,40449438;9
Teslovich;SVM;incoming;binary;no expression;depict;;64;65;63;85,23846154;0,865327381;51;61;65;65;1,461538462;1
Teslovich;SVM;outgoing;normal;no expression;25;;7;7;7;88,7755102;0,952380952;6;7;7;7;1,142857143;1
Teslovich;SVM;outgoing;normal;no expression;50;;14;14;13;81,25;0,807142857;10;14;14;14;1,428571429;1
Teslovich;SVM;outgoing;normal;no expression;100;;21;21;20;87,92517007;0,761904762;16;20;21;21;1,428571429;1
Teslovich;SVM;outgoing;normal;no expression;500;0,485227418;58;61;58;63,87978142;0,502586557;17;35;36;48;6,016393443;3
